"subject","competence","code","cycle","text"
"MU","MU.6.A.1","MU.6.A.1.1j","3bo","können rhythmische Sequenzen und zusammengesetzte Taktarten mit Stimme, Bewegung und Instrumenten umsetzen (z.B. 7/8, 5/8).
"
"MU","MU.6.A.1","MU.6.A.1.2a","1","können hoch/tief unterscheiden sowie einfache Tonfolgen im Fünftonraum erkennen und wiedergeben (z.B. Rufterz, Pentatonik, Quintraum).
"
"MU","MU.6.A.1","MU.6.A.1.2b","1","können nach visuellen Impulsen Teile einer Tonleiter singen.
"
"MU","MU.6.A.1","MU.6.A.1.2c","1","können ein- bis zweitaktige Tonfolgen wiedergeben.
"
"MU","MU.6.A.1","MU.6.A.1.2d","1,2a","können nach visuellen Impulsen und Handzeichen einfache Tonfolgen und die Durtonleiter singen.
"
"MU","MU.6.A.1","MU.6.A.1.2e","2a","können Halb- und Ganztonschritte in der Dur- und Moll-Tonleiter erkennen (lesen, hören, singen).
"
"MU","MU.6.A.1","MU.6.A.1.2f","2b","können kurze Melodien mit relativen Notennamen singen (z.B. Solmisation).
"
"MU","MU.6.A.1","MU.6.A.1.2g","2b,3a","können die Beziehung zwischen Dur- und paralleler Molltonleiter erkennen (z.B. C-Dur und a-Moll).
"
"MU","MU.6.A.1","MU.6.A.1.2h","3a","können weitere Tonsysteme singend erleben und vergleichen (z.B. Blues-Tonleiter).
"
"MU","MU.6.A.1","MU.6.A.1.2i","3b","können Intervalle mit Liedanfängen in Verbindung bringen und umgekehrt.
"
"MU","MU.6.A.1","MU.6.A.1.2j","3bo","kennen spezielle Tonsysteme (z.B. Kirchentonarten, Zwölftonmusik).
"
"MU","MU.6.A.1","MU.6.A.1.3a","2b,3a","können die harmonische Funktion der drei Hauptstufen anwenden.
"
"MU","MU.6.A.1","MU.6.A.1.3b","3a","können grosse und kleine Terz und Quinte im Zusammenklang erkennen und anwenden (Dreiklang).
"
"MU","MU.6.A.1","MU.6.A.1.3c","3bo","können die leitereigenen Dreiklänge der Durtonleiter bestimmen und anwenden.
"
"MU","MU.6.A.1","MU.6.A.1.3d","3bo","können den Septakkord erkennen und anwenden.
"
"MU","MU.6.B.1","MU.6.B.1.a","1b","können Symbole (z.B. Zeichen, Geste, Muster) klanglich umsetzen und Gehörtes grafisch festhalten (z.B. langsam/schnell, laut/leise).
"
"MU","MU.6.B.1","MU.6.B.1.b","1b","können rhythmische Motive und melodische Bewegungen im Notenbild erkennen (z.B. Höreindrücke zuordnen).
"
"MU","MU.6.B.1","MU.6.B.1.c","1b","können Notenwerten eine Bedeutung zuordnen und rhythmische Motive aus Halben, Vierteln und Achteln lesen.
"
"MU","MU.6.B.1","MU.6.B.1.d","1b,2a","können kurze Tonfolgen erfinden, erkennen und notieren.
"
"MU","MU.6.B.1","MU.6.B.1.e","2a","können die Stammtöne benennen und notieren (absolute Notennamen) und kennen die Bedeutung von Vorzeichen ( und ).
"
"MU","MU.6.B.1","MU.6.B.1.f","2a","können notierte Melodien spielen und kurze Tonfolgen notieren.
"
"MU","MU.6.B.1","MU.6.B.1.g","2b","können rhythmische Motive mit Sechzehnteln und punktierten Noten lesen und schreiben.
"
"MU","MU.6.B.1","MU.6.B.1.h","3a","können die chromatische Tonleiter notieren.
"
"MU","MU.6.B.1","MU.6.B.1.i","3a","kennen weitere Symbole der traditionellen und grafischen Musiknotation (z.B. Dynamik, Artikulation).
"
"MU","MU.6.B.1","MU.6.B.1.j","3a","können eine Einzelstimme in mehrstimmigen Notenbildern hörend verfolgen (z.B. in einer Partitur).
"
"MU","MU.6.B.1","MU.6.B.1.k","3bo","können musikalische Ideen mittels Notenschrift kommunizieren.
"
"NMG","NMG.1.1","NMG.1.1.a","1","können sich als Person mit vielfältigen Merkmalen beschreiben (z.B. äussere Merkmale, Familie, Freunde, Hobby) und sich von anderen unterscheiden.
"
"NMG","NMG.1.1","NMG.1.1.b","1","können anhand von Beispielen (z.B. in Geschichten) Gefühle und Interessen beschreiben und Unterschiede und Gemeinsamkeiten benennen.
"
"NMG","NMG.1.1","NMG.1.1.c","2","können ihre Fähigkeiten erkunden und sich selber charakterisieren.
"
"NMG","NMG.1.1","NMG.1.1.d","2,3a","können von ihrem bisherigen Leben erzählen und dabei Veränderungen und Gleichbleibendes erkennen.
"
"NMG","NMG.1.1","NMG.1.1.e","2,3a","können Vorstellungen für ihre Zukunft entwickeln und davon erzählen (z.B. Schulwahl, Berufswunsch, Hobbys, Lebensweise).
"
"NMG","NMG.1.2","NMG.1.2.a","1b","können subjektives Wohlbefinden beschreiben und mit Erfahrungen verbinden (z.B. Situationen der Freude, Aktivität, Ruhe, Zufriedenheit).
"
"NMG","NMG.1.2","NMG.1.2.b","1b","können sich vor Gefahren schützen und kennen entsprechende Schutzmassnahmen (z.B. im Strassenverkehr, bei Gewalt in der Schule, bei handwerklichen Arbeiten).
können unangenehme und ungewollte Handlungen an ihrem Körper benennen und sich dagegen abgrenzen (z.B. Nein-Sagen, Hilfe holen).
"
"NMG","NMG.1.2","NMG.1.2.c","2a","können in konkreten Situationen (z.B. aus dem Alltag, aus Geschichten, Filmen) den Grad des Wohlbefindens und den Gesundheitszustand von Menschen erkennen.
kennen Möglichkeiten, Gesundheit zu erhalten und Wohlbefinden zu stärken (z.B. Bewegung, Schlaf, Ernährung, Körperpflege, Freundschaften).
"
"NMG","NMG.1.2","NMG.1.2.d","2b","können sexuelle Übergriffe (z.B. sprachliche Anzüglichkeiten, taxierende Blicke, Berührungen, Gesten) und sexuelle Gewalt erkennen, wissen wie sie sich dagegen wehren und wo sie Hilfe holen können.
"
"NMG","NMG.1.2","NMG.1.2.e","2b","kennen präventive Vorkehrungen zur Erhaltung der Gesundheit und können diese umsetzen (z.B. Hygienemassnahmen, Körperpflege, Ernährung, Bewegung).
"
"NMG","NMG.1.2","NMG.1.2.f","2b,3a","können Merkmale von Abhängigkeiten und Sucht beschreiben und Möglichkeiten der Prävention erkennen.
"
"NMG","NMG.1.3","NMG.1.3.a","1b","können Lebensmittel untersuchen und nach Kriterien ordnen (z.B. nach Geruch, nach Geschmack, nach Aussehen, nach Erntezeitpunkt, nach Herkunft).
"
"NMG","NMG.1.3","NMG.1.3.b","1b","können Ernährungsgewohnheiten beschreiben und kulturelle Eigenheiten entdecken und die von anderen Menschen respektieren.
"
"NMG","NMG.1.3","NMG.1.3.c","1b","können angeleitet eine Mahlzeit zubereiten (z.B. Znüni, Zvieri, einfaches Essen).
"
"NMG","NMG.1.3","NMG.1.3.d","2a","können in Grundzügen die Bedeutung von Wasser und Nährstoffen für eine ausgewogene Ernährung beschreiben.
"
"NMG","NMG.1.3","NMG.1.3.e","2b","können eigene Vorstellungen zur Ernährung mit Modellen vergleichen sowie die Funktion von Modellen im Alltag einordnen (z.B. Ernährungsscheibe, Ernährungspyramide).
"
"NMG","NMG.1.3","NMG.1.3.f","2b","können die Herkunft von ausgewählten Lebensmitteln untersuchen und über den Umgang nachdenken (z.B. lokale, saisonale Produkte; sparsamer/verschwenderischer Umgang mit Lebensmitteln). Verbindliche Inhalte: Lebensmittelverschwendung, Footprint
"
"NMG","NMG.1.3","NMG.1.3.g","2b,3a","können Merkmale zum sachgerechten Umgang mit Lebensmitteln beschreiben (z.B. Hygiene, Haltbarkeit, Lagerung, Konservierung).
"
"NMG","NMG.1.4","NMG.1.4.a","1","können Körperteile, deren Lage und Funktion beschreiben.
"
"NMG","NMG.1.4","NMG.1.4.b","1","können spezifische Eigenschaften ausgewählten Körperteilen zuordnen und die Bedeutung erfassen (z.B. Gelenke sind beweglich, Augen sind empfindlich, Schädelknochen wirken als Schutz).
"
"NMG","NMG.1.4","NMG.1.4.c","1,2a","können Vorgänge und Funktionen im eigenen Körper beobachten und im Zusammenhang von Organsystemen beschreiben (z.B. Bewegung-Muskulatur und Skelett; Verdauung-Kauapparat und Verdauungsorgane).
"
"NMG","NMG.1.4","NMG.1.4.d","2a","können Reaktionen im Körper auf Grund von Bau und Funktion einzelner Organe erkennen und Folgerungen ableiten (z.B. schwitzen, erröten, Schutz gegen Sonnenbrand). Verbindliche Inhalte: Bau und Funktion der Haut
"
"NMG","NMG.1.4","NMG.1.4.e","2b","können Zusammenhänge zwischen Bau und Funktion des menschlichen Körpers erklären. Verbindliche Inhalte: Aufrechter Gang: Skelett, Muskeln; Blutkreislauf: Herz, Venen, Arterien
"
"NMG","NMG.1.4","NMG.1.4.f","2b,3a","können Grundlagen für die Gesunderhaltung des Körpers nennen und entsprechend handeln. Verbindliche Inhalte: Körperfunktionen: Beweglichkeit, Gleichgewicht, Kraft, Ausdauer
"
"NMG","NMG.1.5","NMG.1.5.a","1","können Körperveränderungen messen, beschreiben und zu Wachstum und Entwicklung des Menschen einordnen (z.B. grösser werden-stärker werden). Verbindliche Inhalte: Körpergrösse
"
"NMG","NMG.1.5","NMG.1.5.b","1,2a","können Unterschiede im Körperbau von Mädchen und Knaben mit angemessenen Wörtern benennen.
"
"NMG","NMG.1.5","NMG.1.5.c","2a","können über die zukünftige Entwicklung zu Frau und Mann sprechen.
"
"NMG","NMG.1.5","NMG.1.5.d","2b","erhalten die Möglichkeit, Fragen und Unsicherheiten bezüglich Sexualität zu äussern.
"
"NMG","NMG.1.5","NMG.1.5.e","2b","können Veränderungen des Körpers mit angemessenen Begriffen benennen. Verbindliche Inhalte: Stimmbruch, Menstruation
"
"NMG","NMG.1.5","NMG.1.5.f","2b","verstehen Informationen zu Geschlechtsorganen, Zeugung, Befruchtung, Verhütung, Schwangerschaft und Geburt. Verbindliche Inhalte: Bau und Funktion der Geschlechtsorgane
"
"NMG","NMG.1.5","NMG.1.5.g","2b,3a","können unter Anleitung die Qualität von ausgewählten Informationsquellen zu Sexualität vergleichen und einschätzen.
"
"NMG","NMG.1.5","NMG.1.5.h","2b,3a","kennen psychische Veränderungen in der Pubertät (z.B. verstärkte Scham und Befangenheit, veränderte Einstellung zum eigenen Körper, erwachendes sexuelles Interesse) und wissen, dass diese zur normalen Entwicklung gehören.
"
"NMG","NMG.1.6","NMG.1.6.a","1","können anhand von Beispielen Rollenverhalten beschreiben und vergleichen (z.B. Wer hat welche Aufgaben und Befugnisse? Wer trägt welche Kleidung? Wer pflegt welche Hobbys?).
"
"NMG","NMG.1.6","NMG.1.6.b","1,2a","können vielfältige Geschlechterrollen beschreiben (z.B. in Beruf, Familie, Sport) und wissen, dass Mädchen/Frauen und Jungen/Männer dieselben Rechte haben.
"
"NMG","NMG.1.6","NMG.1.6.c","2a","verwenden im Zusammenhang mit Geschlecht und Rollen eine sachliche und wertschätzende Sprache.
"
"NMG","NMG.1.6","NMG.1.6.d","2b","können Geschlechterrollen (z.B. Merkmale, Stereotypen, Verhalten) beschreiben und hinterfragen sowie Vorurteile und Klischees in Alltag und Medien erkennen.
"
"NMG","NMG.2.1","NMG.2.1.a","1","können bildhaft darstellen und erläutern, welche Pflanzen und Tiere in selber erkundeten Lebensräumen vorkommen.
"
"NMG","NMG.2.1","NMG.2.1.b","1","können Lebewesen ihren typischen Lebensräumen zuordnen (z.B. Wiese: Wildkräuter, Gräser, Insekten, Regenwurm, Käfer).
"
"NMG","NMG.2.1","NMG.2.1.c","2a","können nahegelegene Lebensräume und deren Lebewesen erkunden (z.B. mit Massstab, Feldstecher, Lupe, Bestimmungsbuch) und ihre Forschungsresultate protokollieren sowie das Zusammenleben beschreiben.
"
"NMG","NMG.2.1","NMG.2.1.d","2b","können erklären, welche Tiere oder Pflanzen voneinander abhängig sind und Vermutungen über Wechselwirkungen zwischen Lebewesen anstellen (z.B. Weiher: Amphibien, Reiher, Süsswasserfische, Mücken; Nahrungsketten).
"
"NMG","NMG.2.1","NMG.2.1.e","2b,3a","können zu Wechselwirkungen in Lebensräumen Informationen sammeln und schematisch darstellen (z.B. Nahrungsnetze, Räuber-Beute Beziehung).
"
"NMG","NMG.2.2","NMG.2.2.a","1b","können Einflüsse von Licht, Wärme, Luft, Wasser, Boden und Steinen auf das Wachstum und die Lebensweise von Pflanzen und Tieren an alltagsnahen Beispielen explorieren und Ergebnisse dazu darstellen und beschreiben.
"
"NMG","NMG.2.2","NMG.2.2.b","1b","können Vermutungen anstellen und erkennen, welche Bedeutung Sonne/Licht, Luft, Wasser, Boden, Steine für Pflanzen, Tiere und Menschen haben und was sie zum Leben brauchen.
"
"NMG","NMG.2.2","NMG.2.2.c","2a","können an Beispielen in der eigenen Umgebung Anpassungen von Pflanzen und Tieren an die natürlichen Grundlagen erkunden und untersuchen, Ergebnisse ordnen sowie kommentieren (z.B. Frühblüher, Tiere am und im Wasser, Pflanzen an verschiedenen Standorten).
"
"NMG","NMG.2.2","NMG.2.2.d","2a","können typische Merkmale und das Vorkommen von Gesteinen, Boden, Wasser in der eigenen Umgebung erkunden, Vergleiche zwischen ausgewählten Standorten und Lebensräumen anstellen und Ergebnisse dokumentieren (z.B. an Gewässern, in einer Kiesgrube, im Wald).
"
"NMG","NMG.2.2","NMG.2.2.e","2b","können Einflüsse von Sonne/Licht, Luft, Wärme, Wasser, Boden auf das Wachstum und die Lebensweise von Pflanzen und Tieren untersuchen, Beobachtungen über längere Zeit vornehmen, Ergebnisse festhalten und darstellen.
"
"NMG","NMG.2.2","NMG.2.2.f","2b","können verschiedene Phänomene und Merkmale zu Sonne/Licht, Luft, Wärme, Wasser, Boden, Gesteine in Beziehung stellen und strukturieren sowie Erkenntnisse daraus erklären und einordnen. Verbindliche Inhalte: Phänomene und Merkmale: Umwandlung, Lichtstrahlung, Wärmestrahlung, Erwärmung und Abkühlung, Verdunstung und Kondensation; Wasser und Wasserkreislauf; Aufbau von Bodenschichten
"
"NMG","NMG.2.2","NMG.2.2.g","2b,3a","können ausgewählten Fragen zu Einflüssen und Zusammenhängen von Naturgrundlagen auf die Lebensweise von Tieren, Pflanzen und Menschen nachgehen, Informationen dazu erschliessen, Fachpersonen befragen sowie Ergebnisse und Erkenntnisse ordnen, charakterisieren und erklären.
"
"NMG","NMG.2.3","NMG.2.3.a","1","können das Wachstum von Pflanzen und Tieren aus der eigenen Umgebung beobachten und von ihren Beobachtungen berichten.
"
"NMG","NMG.2.3","NMG.2.3.b","1","können Wachstum und Entwicklung bei Pflanzen und Tieren beobachten, zeichnen und beschreiben. Verbindliche Inhalte: Entwicklung der Raupe über die Puppe zum Schmetterling; Blüten und Früchte von Pflanzen
"
"NMG","NMG.2.3","NMG.2.3.c","1,2a","können bei Tieren Besonderheiten zur Sicherung des Fortbestands erkennen, vergleichen und Unterschiede beschreiben (z.B. Entwicklung im Ei-schlüpfen, Entwicklung im Beutel, Entwicklung im Tierleib-lebendgebärend).
"
"NMG","NMG.2.3","NMG.2.3.d","2a","können Informationen zur Bestäubung von Pflanzen erschliessen und darstellen sowie Samenkeimung, Wachstum und Verbreitung bei Pflanzen erforschen (z.B. Verbreitungsarten: Wind, Tiere, Wasser, Mensch). Verbindliche Inhalte: Staubbeutel, Pollen, Fruchtknoten, Stempel, Narbe, Frucht, Samen, Keimung
"
"NMG","NMG.2.3","NMG.2.3.e","2b","können Informationen zu Wachstum, Entwicklung und Fortpflanzung von Säugetieren erschliessen und festhalten (z.B. in Steckbriefen).
"
"NMG","NMG.2.3","NMG.2.3.f","2b","können die Fortpflanzung, das Wachstum und die Entwicklung von Tieren beobachten und beschreiben. Verbindliche Inhalte: Entwicklung der Amphibien von der Kaulquappe zum Frosch; Entwicklung von der Kiemenatmung zur Lungenatmung
"
"NMG","NMG.2.4","NMG.2.4.a","1","können ausgewählte Pflanzen- oder Tiergruppen auf ihre Eigenschaften untersuchen sowie Gemeinsamkeiten und Unterschiede beschreiben (z.B. Vögel haben ein Gefieder, Reptilien eine Haut aus Hornschuppen).
"
"NMG","NMG.2.4","NMG.2.4.b","1","können ausgewählte Zuordnungen von Pflanzen und Tieren mithilfe ihrer Merkmale vornehmen. Verbindliche Inhalte: Nadelbäume/Laubbäume; Wildtiere/Nutztiere/Heimtiere
"
"NMG","NMG.2.4","NMG.2.4.c","1,2a","können Gemeinsamkeiten und Unterschiede von Pflanzen und Tieren (z.B. Singvögel, Wasservögel, Greifvögel, Eulen; Zugvögel/Standvögel) mit geeigneten Instrumenten untersuchen (z.B. Lupe, Feldstecher, Bestimmungsbuch), Vergleiche anstellen sowie Informationen dazu suchen und wiedergeben.
"
"NMG","NMG.2.4","NMG.2.4.d","2a","können Merkmale von Pflanzen und Tieren beschreiben, die diesen erlauben, in einem bestimmten Lebensraum zu leben (z.B. Fell des Maulwurfs ist an das Leben in Grabgängen angepasst).
"
"NMG","NMG.2.4","NMG.2.4.e","2b","können Pflanzen, Pilze oder Tiere eigenen Ordnungssystemen zuordnen und die verwendeten Kriterien begründen. Verbindliche Inhalte: Kriterien von Ordnungssystemen; Merkmale von Pflanzen: Blattformen, Blütenaufbau, Wuchsformen; anatomische Merkmale von Tieren
"
"NMG","NMG.2.4","NMG.2.4.f","2b,3a","können gebräuchliche Ordnungssysteme nutzen (z.B. krautige/holzige Pflanzen; Insekten: Schmetterlinge, Ameisen, Heuschrecken, Libellen, Käfer, Fliegen, Wespen).
"
"NMG","NMG.2.5","NMG.2.5.a","1b","können ihre Vorstellungen zur Geschichte der Erde und von Lebewesen nacherzählen (z.B. aus Geschichten, Berichten, Bilderbüchern) und in eigene zeitliche Vorstellungen einordnen.
"
"NMG","NMG.2.5","NMG.2.5.b","2a","können Vermutungen zur Entwicklung und Veränderung von Lebewesen anstellen und im Austausch Vorstellungen für sich klären und entwickeln.
"
"NMG","NMG.2.5","NMG.2.5.c","2a","können eigene Vorstellungen zur Geschichte der Erde und von Lebewesen den Darlegungen und Darstellungen gegenüberstellen (z.B. in Sachbüchern, in Museen) und Erkenntnisse daraus sowie zeitliche Dimensionen dazu beschreiben und erläutern.
"
"NMG","NMG.2.5","NMG.2.5.d","2b","können reale und fiktionale Darlegungen zur Geschichte der Erde und von Lebewesen (z.B. in Sachbüchern, Filmen, Comics) anhand von vorgegebenen Kriterien vergleichen und unterscheiden sowie dabei über die Herkunft und Verlässlichkeit von Informationen nachdenken.
"
"NMG","NMG.2.5","NMG.2.5.e","2b","können Informationen zu Entwicklungen und Veränderungen der Erde und der Lebewesen zeitlich einordnen und modellartig Vorstellungen zu zeitlichen Dimensionen sowie zu Prozessen strukturieren. Epochen der Erdgeschichte, Entwicklung und Veränderung von Lebewesen.
"
"NMG","NMG.2.5","NMG.2.5.f","2b,3a","können Spuren der Entwicklung der Landschaft und von Lebewesen in der Wohnregion erkunden sowie diese räumlich und zeitlich einordnen (z.B. Prozess, Veränderung, Abfolge).
"
"NMG","NMG.2.6","NMG.2.6.a","1","können eigene Beziehungen zu Lebensräumen, Pflanzen und Tieren wahrnehmen und beschreiben (z.B. Pflege, Umgang, Wertschätzung, Respekt).
"
"NMG","NMG.2.6","NMG.2.6.b","1","können künstliche Lebensräume betrachten, beobachten, beschreiben und über eigene Erfahrungen und Erlebnisse berichten (z.B. Tiere im Haus, im Zoo).
"
"NMG","NMG.2.6","NMG.2.6.c","1","können natürliche Lebensräume mit künstlichen Lebensräumen vergleichen, Unterschiede beschreiben und dabei über die Lebenssituation von Pflanzen und Tieren nachdenken.
"
"NMG","NMG.2.6","NMG.2.6.d","1,2a","können beim Anbau von Pflanzen und bei der Haltung von Heimtieren Aufgaben und Mitverantwortung übernehmen (z.B. Tierhaltung und Pflanzenanbau in der Schule).
"
"NMG","NMG.2.6","NMG.2.6.e","2a","können in Lebensräumen der Wohnregion erkunden und dokumentieren, wie Menschen die Lebensweise und die Lebensräume von Pflanzen und Tieren gestalten, nutzen und verändern.
"
"NMG","NMG.2.6","NMG.2.6.f","2a","können eigene Handlungs- und Verhaltensweisen (z.B. im Umgang mit Haustieren, bei Freizeitaktivitäten im Wald, am und im Wasser) den Lebensbedürfnissen von Pflanzen und Tieren gegenüberstellen und einschätzen.
"
"NMG","NMG.2.6","NMG.2.6.g","2b","können unterschiedliche Beziehungen und Verhaltensweisen von Menschen zu Pflanzen, Tieren und natürlichen Lebensräumen beschreiben und vergleichen und aus verschiedenen Perspektiven betrachten.
können Schutz- und Verhaltensregeln zu Pflanzen und Tieren anwenden. Verbindliche Inhalte: Regeln zum Schutz der Tiere, geschützte Pflanzen, Verhalten in Naturschutzgebieten
"
"NMG","NMG.2.6","NMG.2.6.h","2b,3a","können über den Nutzen von Pflanzen und Tieren für die Menschen nachdenken (ökonomisch, ästhetisch, für Gesundheit und Wohlbefinden).
können zu Einflüssen des Menschen auf die Natur mögliche Folgen abschätzen, Erkenntnisse dazu ordnen und über eigene Verhaltens- und Handlungsweisen nachdenken.
"
"NMG","NMG.3.1","NMG.3.1.a","1","können Objekte auf verschiedene Arten in Bewegung bringen und über die Unterschiede sprechen (z.B. Spielzeugauto, Schaukel, Ball: rollen, prellen, werfen; Feder aufziehen).
"
"NMG","NMG.3.1","NMG.3.1.b","1","können das Phänomen Gleichgewicht ausprobieren, Vermutungen anstellen und diese überprüfen (z.B. Wippe im Gleichgewicht halten, sicher stehen beim Balancieren, Gleichgewicht und Ungleichgewicht beim Spielen mit Bauklötzen).
"
"NMG","NMG.3.1","NMG.3.1.c","1","können Wirkungen von Kräften in Alltagssprache beschreiben (z.B. Objekte bewegen: ziehen, anstossen, heben, fallen lassen).
"
"NMG","NMG.3.1","NMG.3.1.d","1,2a","können verschiedene Hebelwirkungen ausprobieren und Erfahrungen austauschen (z.B. am eigenen Körper, bei einer Wippe, Baumschere, Nussknacker, Zange).
"
"NMG","NMG.3.1","NMG.3.1.e","2a","können die Funktionsweise von Hebeln erläutern und im Alltag gezielt anwenden (z.B. etwas Schweres anheben, nahe am Körper transportieren).
"
"NMG","NMG.3.1","NMG.3.1.f","2b","können Zeiten und Strecken messen und darstellen sowie Messgenauigkeiten einschätzen (z.B. Streckenmessung: Anzahl Schritte vs. Messband).
"
"NMG","NMG.3.1","NMG.3.1.g","2b","können Geschwindigkeiten bestimmen und vergleichen (z.B. Schnecke, Bach, Velo; Vergleich mithilfe von Zeit-Weg-Diagrammen) sowie Geschwindigkeitsänderungen beschreiben.
"
"NMG","NMG.3.1","NMG.3.1.g","2b,3a","können das Zusammenspiel von Grösse und Richtung von Kräften erkennen und an alltagsnahen Beispielen erläutern (z.B. Ziehen eines schweren Schlittens mit kurzer Schnur, Flugbahn beim Ballwurf).
"
"NMG","NMG.3.2","NMG.3.2.a","1","können Prozesse der Energieumwandlung wahrnehmen und darüber sprechen (z.B. die aufgezogene Feder treibt das Spielzeugauto an, die Kugel in der Kügelibahn wird beim Hinunterrollen immer schneller, Wasser wird warm/kühlt ab).
"
"NMG","NMG.3.2","NMG.3.2.b","1","können Vorkommen und Bedeutung von Energie im Alltag beschreiben (z.B. Nahrung liefert uns die Energie, die wir benötigen; ohne elektrische Energie könnten elektrische Geräte nicht betrieben werden).
"
"NMG","NMG.3.2","NMG.3.2.c","2a","können verschiedene Energieformen (z.B. Bewegungs-, Lage-, elektrische, thermische, chemische Energie) benennen und bestimmten Energieträgern oder Anwendungen im Alltag zuordnen (z.B. Wind, Wasser, Sonnenstrahlung, Holz, Erdöl, Nahrung).
"
"NMG","NMG.3.2","NMG.3.2.d","2b","können Informationen zu Arten der Bereitstellung und Speicherung von Energie erschliessen und verarbeiten (z.B. Photovoltaikanlage, Batterie, Stausee).
"
"NMG","NMG.3.2","NMG.3.2.e","2b","können Energiewandler erkennen und deren Wirkung ohne genaue Kenntnis von Bau und Funktion erläutern (z.B. Generator wandelt Bewegungsenergie in elektrische Energie um).
"
"NMG","NMG.3.2","NMG.3.2.f","2b,3a","können energiebewusstes Verhalten beschreiben und dies begründen (z.B. elektrische Energie: Lift-Treppe, Heizung-Kleidung, Stand-by vs. Gerät ganz ausgeschaltet).
"
"NMG","NMG.3.3","NMG.3.3.a","1","können Objekte und Stoffe aus der Alltagswelt wahrnehmen und deren Eigenschaften beschreiben (z.B. fein, weich, elastisch, kalt, schwer, flüssig, schwimmt, brennt, tönt, rollt; gefährlich/ungefährlich).
"
"NMG","NMG.3.3","NMG.3.3.b","1","können Beschaffenheit von Stoffen und Objekten erforschen und beschreiben (z.B. Holz, Steine, Kunststoffe) sowie Gefahren hinsichtlich möglicher Verletzungen oder Sachbeschädigungen erkennen (z.B. Reinigungsmittel, spitziges Werkzeug).
"
"NMG","NMG.3.3","NMG.3.3.c","1,2a","können Objekte und Stoffe aus der Alltagswelt sammeln und nach Material, Gestalt, Beschaffenheit, Farbe und Verwendungszweck ordnen (z.B. Spielzeug, Werkzeug, Haushaltgegenstände, Baumaterialien).
"
"NMG","NMG.3.3","NMG.3.3.d","2a","können mit Objekten und Stoffen laborieren und ihre Erkenntnisse festhalten (z.B. Verhalten gegenüber Magnet, Verhalten im Wasser: schwimmen, sinken; Wärmeleitfähigkeit, elektrische Leitfähigkeit).
"
"NMG","NMG.3.3","NMG.3.3.e","2b","können Informationen zu Stoffen erschliessen (z.B. durch eigene Untersuchungen, mithilfe von Medien) und können die Ergebnisse dokumentieren (z.B. Steckbriefe zu Stoffen: Farbe, Glanz, Härte, Verformungen, Grösse, Leitfähigkeit, Temperatur, Aggregatzustand). Verbindliche Inhalte: Stoffeigenschaften
"
"NMG","NMG.3.3","NMG.3.3.f","2b,3a","können Eigenschaften von Stoffen mithilfe von Analogien oder einfachen Modellen erläutern und veranschaulichen (z.B. Aggregatzustände mit dem Modell der kleinsten Teilchen erklären; Magnetisierung mit dem Modell der Elementarmagnete zeigen).
"
"NMG","NMG.3.4","NMG.3.4.a","1","können Objekte und Stoffe angeleitet bearbeiten (z.B. Nüsse knacken, mahlen; Farbund Aromastoffe aus Teeblättern lösen).
"
"NMG","NMG.3.4","NMG.3.4.b","1","können Objekte und Stoffe bearbeiten oder verändern und über das Verfahren berichten (z.B. Fruchtsaft pressen, aus Rahm Butter schlagen, Wachs schmelzen und Kerzen ziehen).
"
"NMG","NMG.3.4","NMG.3.4.c","2a","können nutzbare Stoffe aus dem Boden oder dem Wasser durch einfache Trennverfahren gewinnen (z.B. sieben, aufschlämmen, sedimentieren, filtrieren, verdunsten).
"
"NMG","NMG.3.4","NMG.3.4.d","2b","können Stoffveränderungen als Verfahren beschreiben und deren Nutzung im Alltag erklären (z.B. brennen, verbrennen, verkohlen; Zucker schmelzen, in Wasser auflösen; Beeren zu Konfitüre verarbeiten; Salzwasser auskristallisieren).
"
"NMG","NMG.4.1","NMG.4.1.a","1","können im Alltag gebräuchliche Signale erkennen und deren Bedeutung beschreiben (z.B. Sirene der Feuerwehr, Verkehrsampel, Handzeichen).
"
"NMG","NMG.4.1","NMG.4.1.b","1","können Sinne, Sinnesorgane und Sinnesleistungen erforschen und Alltagserfahrungen beschreiben. Verbindliche Inhalte: Ohr, Hören; Auge, Sehen; Zunge, Schmecken; Nase, Riechen; Haut, Fühlen und Tasten
"
"NMG","NMG.4.1","NMG.4.1.c","1,2a","können ausgewählte Signale des Körpers und Reaktionen darauf wahrnehmen, einschätzen und entsprechend handeln (z.B. Gänsehaut, frieren, warm anziehen; Gefahr erkennen, bremsen, Bremsweg; starke Sonneneinstrahlung, blinzeln, Sonnenbrille tragen).
"
"NMG","NMG.4.1","NMG.4.1.d","2a","können Signale, Reizbarkeit und Reaktionen von Pflanzen und Tieren erkennen (z.B. Hinwendung zur Sonne, Reaktion bei Berührung, tarnen, warnen).
"
"NMG","NMG.4.1","NMG.4.1.e","2b","können Informationen zu Möglichkeiten und Grenzen von Sinnesleistungen erschliessen (z.B. Facettenaugen; Geruchssinn und Gehör des Hundes) und Folgen von Beeinträchtigungen abschätzen (z.B. schlecht oder gar nicht hören/sehen, Gebärdensprache, Brailleschrift).
"
