level_code,level_text,subject_code,subject_name,subject_nick,subject_color,comptetence_code,competence_title,competence_text,cycle_code,cycle_name,cycle_ladder,cycle_optional
MU.1.A.1.l,"können ein begleitetes Lied solistisch oder in Gruppen vortragen.
",MU,Musik,Musik,#d0ffff,MU.1.A.1,Musik.Singen und Sprechen.Stimme im Ensemble, Schülerinnen und Schüler können sich singend in der Gruppe wahrnehmen und ihre Stimme im chorischen Singen differenziert einsetzen.,3bo,9. Klasse,6,1
MU.1.B.1.1a,"können ihre Singstimme wahrnehmen, variieren und spielerisch erkunden.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",1,Kindergarten - 2. Klasse,12,0
MU.1.B.1.1b,"können angeleitet mit der Atmung spielen und diese beim Singen erproben.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",1,Kindergarten - 2. Klasse,12,0
MU.1.B.1.1c,"können in vorgegebenen Tonräumen experimentieren (z.B. Fünftonraum).
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",1,Kindergarten - 2. Klasse,12,0
MU.1.B.1.1d,"können kurze ein- bis zweitaktige Tonfolgen memorieren und singen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",1,Kindergarten - 2. Klasse,12,0
MU.1.B.1.1e,"können Artikulationen beim Singen differenziert anwenden (Vokale und Konsonanten).
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",2a,3. - 4. Klasse,3,0
MU.1.B.1.1f,"können ihre Stimme für unterschiedliche Ausdrucksformen und Stimmexperimente einsetzen (z.B. Beatbox, Vocal-Percussion).
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",2a,3. - 4. Klasse,3,0
MU.1.B.1.1g,"können ihre Stimmlage entdecken, festigen und Töne mit der Stimme sicher treffen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",2a,3. - 4. Klasse,3,0
MU.1.B.1.1h,"können mit ihrer Stimme unterschiedliche Klangfarben erzeugen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",2b,5. - 6. Klasse,4,0
MU.1.B.1.1i,"können zwischen Kopf- und Bruststimme unterscheiden und beide einsetzen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",3a,7. - 8. Klasse,5,0
MU.1.B.1.1j,"können die eigene Stimme im Tonumfang erweitern und kräftigen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",3a,7. - 8. Klasse,5,0
MU.1.B.1.1k,"können ihren Tonumfang erkennen und gezielt einsetzen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",3bo,9. Klasse,6,1
MU.1.B.1.2a,"können lautmalerisch mit Silben und Nonsenssprache spielen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",1,Kindergarten - 2. Klasse,12,0
MU.1.B.1.2b,"können Verse und Reime rhythmisch sprechen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",1,Kindergarten - 2. Klasse,12,0
MU.1.B.1.2c,"können die Sprechstimme als Ausdrucksmittel einsetzen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",1,Kindergarten - 2. Klasse,12,0
MU.1.B.1.2d,"können beim Sprechen deutlich artikulieren (Wortverständlichkeit).
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.","1,2a",Kindergarten - 4. Klasse,123,0
MU.1.B.1.2e,"können Sprechspiele, Lautmalereien und Zungenbrecher mit und ohne Vorgabe realisieren.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",2a,3. - 4. Klasse,3,0
MU.1.B.1.2f,"können Texte mit oder ohne Begleitung rhythmisch darstellen.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",2b,5. - 6. Klasse,4,0
MU.1.B.1.2g,"können Texte groovebezogen interpretieren und rappen (z.B. HipHop).
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.","2b,3a",5. - 8. Klasse,45,0
MU.1.B.1.2h,"können eigene Texte einem vorgegebenen Rhythmus anpassen (z.B. viertaktige Patterns).
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",3a,7. - 8. Klasse,5,0
MU.1.B.1.2i,"können eigene Song- und Raptexte schreiben und interpretieren.
",MU,Musik,Musik,#d0ffff,MU.1.B.1,Musik.Singen und Sprechen.Stimme als Ausdrucksmittel," Schülerinnen und Schüler können ihre Stimme und deren klanglichen Ausdruck wahrnehmen, entwickeln und formen.",3bo,9. Klasse,6,1
MU.1.C.1.a,"können sich auf verschiedene Stimmungen in Liedern einlassen und mitsingen.
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.",1,Kindergarten - 2. Klasse,12,0
MU.1.C.1.b,"können aus ihrer Lebenswelt Kinderlieder und Singspiele singen (z.B. Alltag, Familie, Heimat, Natur).
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.",1,Kindergarten - 2. Klasse,12,0
MU.1.C.1.c,"können Kinderlieder in Mundart, Standardsprache und aus unterschiedlichen Kulturen singen.
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.",1,Kindergarten - 2. Klasse,12,0
MU.1.C.1.d,"können Lieder, Kanons und Volkslieder singen und verfügen über ein Repertoire.
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.","1,2a",Kindergarten - 4. Klasse,123,0
MU.1.C.1.e,"können ausgewählte Lieder aus verschiedenen Stilarten singen (z.B. klassische Musik, Pop, Jazz).
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.",2a,3. - 4. Klasse,3,0
MU.1.C.1.f,"können die Eigenart von Liedern aus unterschiedlichen Kulturen singend interpretieren und dem entsprechenden kulturellen Kontext zuordnen (z.B. Liebeslied, Heimatlied, Schweizerische Landeshymne, Lieder zu Festen und Ritualen verschiedener Länder, Jahreszeitenlied).
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.",2b,5. - 6. Klasse,4,0
MU.1.C.1.g,"können Beispiele aus der aktuellen Musikszene singen und ihre musikalischen Präferenzen einbringen.
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.","2b,3a",5. - 8. Klasse,45,0
MU.1.C.1.h,"können Lieder aus unterschiedlichen Stilarten singen, die sprachlichen Besonderheiten berücksichtigen und den damit verbundenen Ausdruck erproben.
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.",3a,7. - 8. Klasse,5,0
MU.1.C.1.i,"können Singtechniken aus verschiedenen Stilarten unterscheiden und erproben (z.B. Kunstlied, Popgesang).
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.",3bo,9. Klasse,6,1
MU.1.C.1.j,"können Lieder und exemplarische Kunstlieder aus Geschichte und Gegenwart solistisch oder chorisch interpretieren.
",MU,Musik,Musik,#d0ffff,MU.1.C.1,Musik.Singen und Sprechen.Liedrepertoire," Schülerinnen und Schüler können Lieder aus verschiedenen Zeiten, Stilarten und Kulturen singen und verfügen über ein vielfältiges Repertoire.",3bo,9. Klasse,6,1
MU.2.A.1.a,"können ihre Aufmerksamkeit auf akustische Klangquellen fokussieren.
",MU,Musik,Musik,#d0ffff,MU.2.A.1,Musik.Hören und Sich-Orientieren.Akustische Orientierung," Schülerinnen und Schüler können ihre Umwelt und musikalische Elemente hörend wahrnehmen, differenzieren und beschreiben.",1,Kindergarten - 2. Klasse,12,0
MU.2.A.1.b,"können Gehörtes wahrnehmen und differenziert in Bild und Bewegung darstellen.
",MU,Musik,Musik,#d0ffff,MU.2.A.1,Musik.Hören und Sich-Orientieren.Akustische Orientierung," Schülerinnen und Schüler können ihre Umwelt und musikalische Elemente hörend wahrnehmen, differenzieren und beschreiben.",1,Kindergarten - 2. Klasse,12,0
MU.2.A.1.c,"können die Unterschiede von Geräusch, Ton und Mehrklang erkennen, nach ausgewählten Kriterien ordnen und beschreiben.
",MU,Musik,Musik,#d0ffff,MU.2.A.1,Musik.Hören und Sich-Orientieren.Akustische Orientierung," Schülerinnen und Schüler können ihre Umwelt und musikalische Elemente hörend wahrnehmen, differenzieren und beschreiben.",2a,3. - 4. Klasse,3,0
MU.2.A.1.d,"können musikalische Verläufe hörend verfolgen, zeigen und beschreiben (z.B. Melodieverlauf, Lautstärke).
",MU,Musik,Musik,#d0ffff,MU.2.A.1,Musik.Hören und Sich-Orientieren.Akustische Orientierung," Schülerinnen und Schüler können ihre Umwelt und musikalische Elemente hörend wahrnehmen, differenzieren und beschreiben.",2b,5. - 6. Klasse,4,0
MU.2.A.1.e,"können musikalische Formen unterscheiden und hörend wiedererkennen (z.B. Rondo, Liedform).
",MU,Musik,Musik,#d0ffff,MU.2.A.1,Musik.Hören und Sich-Orientieren.Akustische Orientierung," Schülerinnen und Schüler können ihre Umwelt und musikalische Elemente hörend wahrnehmen, differenzieren und beschreiben.","2b,3a",5. - 8. Klasse,45,0
MU.2.A.1.f,"können musikalische Aspekte bewusst verfolgen und aufzeigen (z.B. Instrumentierung, Form, Interpretation).
",MU,Musik,Musik,#d0ffff,MU.2.A.1,Musik.Hören und Sich-Orientieren.Akustische Orientierung," Schülerinnen und Schüler können ihre Umwelt und musikalische Elemente hörend wahrnehmen, differenzieren und beschreiben.",3a,7. - 8. Klasse,5,0
MU.2.A.1.g,"können zu einem gehörten Musikstück eigene Fragen generieren und mögliche Antworten diskutieren.
",MU,Musik,Musik,#d0ffff,MU.2.A.1,Musik.Hören und Sich-Orientieren.Akustische Orientierung," Schülerinnen und Schüler können ihre Umwelt und musikalische Elemente hörend wahrnehmen, differenzieren und beschreiben.",3bo,9. Klasse,6,1
MU.2.A.1.h,"können gehörte Musikabschnitte mithilfe einer Partitur musikalisch beschreiben.
",MU,Musik,Musik,#d0ffff,MU.2.A.1,Musik.Hören und Sich-Orientieren.Akustische Orientierung," Schülerinnen und Schüler können ihre Umwelt und musikalische Elemente hörend wahrnehmen, differenzieren und beschreiben.",3bo,9. Klasse,6,1
MU.2.B.1.a,"können sich auf verschiedene Musikangebote einlassen, Lieder und Musik aus ihrer Lebenswelt hören und unterscheiden.
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",1,Kindergarten - 2. Klasse,12,0
MU.2.B.1.b,"können durch wiederholtes Hören musikalisch Vertrautes in Neuem wiedererkennen (z.B. Das klingt wie...).
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",1,Kindergarten - 2. Klasse,12,0
MU.2.B.1.c,"können ihnen bekannte Musik wiedererkennen und verschiedenen Stilen zuordnen.
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",1,Kindergarten - 2. Klasse,12,0
MU.2.B.1.d,"können exemplarische Musikbeispiele unterscheiden und einen Bezug zu Lebenswelten von Menschen herstellen.
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",2a,3. - 4. Klasse,3,0
MU.2.B.1.e,"kennen Biografien einiger Komponist/innen und Ausschnitte aus ihren Werken.
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",2a,3. - 4. Klasse,3,0
MU.2.B.1.f,"können exemplarische Musikstücke in Bezug zu Vergangenheit, Gegenwart und Kulturräumen ordnen.
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",2b,5. - 6. Klasse,4,0
MU.2.B.1.g,"können sich mit Musik von Mitschüler/innen auseinandersetzen und deren Musikvorlieben und Musiktraditionen mit Respekt begegnen.
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",3a,7. - 8. Klasse,5,0
MU.2.B.1.h,"können zu musikgeschichtlichen Werken Musikkulturen recherchieren und deren Eigenheiten hörend erkennen.
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",3a,7. - 8. Klasse,5,0
MU.2.B.1.i,"können Musik bezüglich ausgewählter Merkmale in musikgeschichtliche und gesellschaftliche Bezüge einordnen (z.B. politische Musik, Singstimmen in verschiedenen Stilen).
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",3bo,9. Klasse,6,1
MU.2.B.1.j,"kennen einzelne Musiker/innen und Komponist/innen der Gegenwart und können deren Musik mit eigenen Fragen begegnen und besprechen (z.B. Komponist/in der Postmoderne, Musiker/in der Popszene).
",MU,Musik,Musik,#d0ffff,MU.2.B.1,Musik.Hören und Sich-Orientieren.Begegnung mit Musik in Geschichte und Gegenwart," Schülerinnen und Schüler können Musik aus verschiedenen Zeiten, Gattungen, Stilen und Kulturräumen erkennen, zuordnen und eine offene Haltung einnehmen.",3bo,9. Klasse,6,1
MU.2.C.1.1a,"können ein Musikereignis hörend dem jeweiligen gesellschaftlichen Anlass zuordnen (z.B. Zirkus, Fasnacht, Besinnung, Konzert).
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",1b,1. - 2. Klasse,2,0
MU.2.C.1.1b,"können durch Musik ausgelöste Stimmungen wahrnehmen und dabei entstehende Gefühle zulassen und sichtbar machen (z.B. fröhlich, ausgelassen, wütend, melancholisch).
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",1b,1. - 2. Klasse,2,0
MU.2.C.1.1c,"können musikalisch geschilderte Geschichten erfassen und dazu Situationen und Figuren spielen (z.B. reiten wie ein Prinz zu festlicher Musik).
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",1b,1. - 2. Klasse,2,0
MU.2.C.1.1d,"können in Werkbegegnungen Eindrücke beschreiben und typische Aufführungsorte vermuten und zuordnen (z.B. Kirche, Konzert, Tanzmusik).
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",2a,3. - 4. Klasse,3,0
MU.2.C.1.1e,"können ausgewählten Hörbeispielen Stimmungen und Lebenssituationen zuordnen und beschreiben.
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",2b,5. - 6. Klasse,4,0
MU.2.C.1.1f,"können bei Musikbeispielen hörend Eindrücke sammeln und diese in einen Bezug zu den eigenen musikalischen Präferenzen bringen.
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.","2b,3a",5. - 8. Klasse,45,0
MU.2.C.1.1g,"können die Wirkung eines Musikstückes aus persönlicher Sicht darlegen und begründen.
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",3a,7. - 8. Klasse,5,0
MU.2.C.1.1h,"können Funktionen exemplarischer Musikbeispiele erkennen und einem gesellschaftlichen Kontext zuordnen (z.B. Disco, Filmmusik, Nationalhymne).
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",3b,9. Klasse,6,0
MU.2.C.1.1i,"können Atmosphären von Musikwerken und deren Wirkungsfelder differenziert wahrnehmen und dazugehörige Hintergründe erarbeiten (z.B. soziale, geschichtliche Aspekte).
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",3bo,9. Klasse,6,1
MU.2.C.1.2a,"kennen die Gefahr von anhaltend lauter Musik und können Schutzmassnahmen für das Gehör treffen (z.B. Kopfhörer, Konzert).
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",2a,3. - 4. Klasse,3,0
MU.2.C.1.2b,"kennen die Folgen von intensiver Gehörbelastung (Dauer, Lautstärke) und können sowohl als Musizierende, als auch beim Musikkonsum verantwortungsvoll mit ihrem Gehör umgehen.
",MU,Musik,Musik,#d0ffff,MU.2.C.1,Musik.Hören und Sich-Orientieren.Bedeutung und Funktion von Musik," Schülerinnen und Schüler können verschiedene Bedeutungen, Funktionen sowie emotionale und physische Wirkungen von Musik in ihrem Umfeld, in der Gesellschaft und in den Medien erfassen.",3a,7. - 8. Klasse,5,0
MU.3.A.1.a,"können einzelne Körperteile lokalisieren, benennen und den Körper im Musizieren und Tanzen bewusst einsetzen (z.B. winken und stampfen im Begrüssungslied).
",MU,Musik,Musik,#d0ffff,MU.3.A.1,Musik.Bewegen und Tanzen.Sensomotorische Schulung," Schülerinnen und Schüler können ihren Körper sensomotorisch differenziert wahrnehmen, einsetzen und musikbezogen reagieren. Sie können sich zu Musik im Raum und in der Gruppe orientieren.",1,Kindergarten - 2. Klasse,12,0
MU.3.A.1.b,"können einzelne Sinne für die Bewegung zur Musik vielseitig nutzen (z.B. Richtungsgehen zu Musikquelle).
",MU,Musik,Musik,#d0ffff,MU.3.A.1,Musik.Bewegen und Tanzen.Sensomotorische Schulung," Schülerinnen und Schüler können ihren Körper sensomotorisch differenziert wahrnehmen, einsetzen und musikbezogen reagieren. Sie können sich zu Musik im Raum und in der Gruppe orientieren.",1,Kindergarten - 2. Klasse,12,0
MU.3.A.1.c,"können Musik mit Bewegung im Raum spielerisch darstellen (z.B. Drehungen variiert ausführen, vorwärts, rückwärts) und sich in der Gruppe räumlich orientieren.
",MU,Musik,Musik,#d0ffff,MU.3.A.1,Musik.Bewegen und Tanzen.Sensomotorische Schulung," Schülerinnen und Schüler können ihren Körper sensomotorisch differenziert wahrnehmen, einsetzen und musikbezogen reagieren. Sie können sich zu Musik im Raum und in der Gruppe orientieren.",1,Kindergarten - 2. Klasse,12,0
MU.3.A.1.d,"können sich in Figuren, Tiere, Gegenstände und Phänomene einfühlen und sich mit ihnen in der Bewegung identifizieren (z.B. herunterrollende Steine).
",MU,Musik,Musik,#d0ffff,MU.3.A.1,Musik.Bewegen und Tanzen.Sensomotorische Schulung," Schülerinnen und Schüler können ihren Körper sensomotorisch differenziert wahrnehmen, einsetzen und musikbezogen reagieren. Sie können sich zu Musik im Raum und in der Gruppe orientieren.",1,Kindergarten - 2. Klasse,12,0
MU.3.A.1.e,"können Kontraste und Übergänge in der Musik erkennen und mit ihrem Körper darstellen (z.B. fliessend-akzentuiert-pausierend).
",MU,Musik,Musik,#d0ffff,MU.3.A.1,Musik.Bewegen und Tanzen.Sensomotorische Schulung," Schülerinnen und Schüler können ihren Körper sensomotorisch differenziert wahrnehmen, einsetzen und musikbezogen reagieren. Sie können sich zu Musik im Raum und in der Gruppe orientieren.",1,Kindergarten - 2. Klasse,12,0
MU.3.A.1.f,"können Musik und musikalische Parameter im Körper empfinden und fantasievoll darstellen (z.B. Refrain eines Liedes, melodische Phrase).
",MU,Musik,Musik,#d0ffff,MU.3.A.1,Musik.Bewegen und Tanzen.Sensomotorische Schulung," Schülerinnen und Schüler können ihren Körper sensomotorisch differenziert wahrnehmen, einsetzen und musikbezogen reagieren. Sie können sich zu Musik im Raum und in der Gruppe orientieren.","1,2a",Kindergarten - 4. Klasse,123,0
MU.3.A.1.g,"können ihren Körperpuls wahrnehmen, ihren Atem sowie ihre Körperspannung mit Musik in Verbindung bringen.
",MU,Musik,Musik,#d0ffff,MU.3.A.1,Musik.Bewegen und Tanzen.Sensomotorische Schulung," Schülerinnen und Schüler können ihren Körper sensomotorisch differenziert wahrnehmen, einsetzen und musikbezogen reagieren. Sie können sich zu Musik im Raum und in der Gruppe orientieren.",2a,3. - 4. Klasse,3,0
MU.4.A.1.a,"können sich im musikalischen Spiel der Gruppe anpassen (z.B. Tempo, Rhythmus, Lautstärke).
",MU,Musik,Musik,#d0ffff,MU.4.A.1,Musik.Musizieren.Musizieren im Ensemble, Schülerinnen und Schüler können sich als Musizierende wahrnehmen und mit Instrumenten sowie Körperperkussion in ein Ensemble einfügen.,1b,1. - 2. Klasse,2,0
